Underground_ID,Underground_Name,Same_As_Wikidata_Underground,Street_Type,Preposition,Street_Name,Number_Type,Portal_Number,Postal_Code,District_ID,District_Name,Same_As_Wikidata_District,X,Y
175,Miguel Hernandez,https://wikidata.org/entity/Q2479837,Calle,de,Leon Felipe,N,4,28038,13,Puente de Vallecas,https://wikidata.org/entity/Q2003054,445831,4471151
176,San Francisco,https://wikidata.org/entity/Q2061686,Avda,de los,Poblados,N,102,28054,11,Carabanchel,https://wikidata.org/entity/Q1001991,437365,4469694
177,Aviacion Espanola,https://wikidata.org/entity/Q2482246,Paseo,de,Extremadura,N,463,28024,10,Latina,https://wikidata.org/entity/Q794954,433570,4470841
178,Pinar del Rey,https://wikidata.org/entity/Q2018370,Avda,de la,Gran Via de Hortaleza,N,47,28043,16,Hortaleza,https://wikidata.org/entity/Q1928529,445119,4480112
179,La Elipa,https://wikidata.org/entity/Q1766021,Avda,del,Marques de Corbera,N,58,28017,15,Ciudad Lineal,https://wikidata.org/entity/Q1763694,444928,4475520
180,Estadio Metropolitano,https://wikidata.org/entity/Q2244081,Avda,de,Arcentales,N,28,28022,20,San Blas,https://wikidata.org/entity/Q2001937,449206,4476242
181,Rivas Vaciamadrid,https://wikidata.org/entity/Q2479389,Calle,,Areneros,N,6,28529,1,Centro,https://wikidata.org/entity/Q1763376,455885,4464542
182,Buenos Aires,https://wikidata.org/entity/Q2479851,Avda,de la,Albufera,N,179,28038,13,Puente de Vallecas,https://wikidata.org/entity/Q2003054,444612,4471631
183,Pavones,https://wikidata.org/entity/Q2479437,Calle,de la,Hacienda de Pavones,N,342,28030,14,Moratalaz,https://wikidata.org/entity/Q2076109,446214,4472613
184,Villaverde Alto,https://wikidata.org/entity/Q2480338,Calle,del,Valle de Tobalina,N,56,28021,17,Villaverde,https://wikidata.org/entity/Q919536,439638,4466082
185,Ventas,https://wikidata.org/entity/Q2014690,Calle,de,Alcala,N,204,28028,4,Salamanca,https://wikidata.org/entity/Q1773521,443817,4476002
186,Manuela Malasana,https://wikidata.org/entity/Q2484947,Plaza,,Sol de 9001,SN,S/N,28938,4,Salamanca,https://wikidata.org/entity/Q1773521,426690,4462623
187,Plaza de Castilla,https://wikidata.org/entity/Q2463399,Paseo,de la,Castellana,N,189,28046,6,Tetuan,https://wikidata.org/entity/Q1773540,441684,4480016
188,Plaza de Castilla,https://wikidata.org/entity/Q2463399,Paseo,de la,Castellana,N,189,28046,5,Chamartin,https://wikidata.org/entity/Q1766348,441688,4480016
189,Villaverde Bajo-Cruce,https://wikidata.org/entity/Q2056616,Avda,de,Andalucia,N,38,28021,17,Villaverde,https://wikidata.org/entity/Q919536,441289,4467142
190,Estacion de Chamartin,https://wikidata.org/entity/Q19950924,Calle,de,Agustin de Foxa,N,40,28036,5,Chamartin,https://wikidata.org/entity/Q1766348,442247,4480589
191,Begona,https://wikidata.org/entity/Q2482166,Paseo,de la,Castellana,N,261,28046,8,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,441978,4481514
192,Marques de la Valdavia,https://wikidata.org/entity/Q3849824,Calle,del,Marques de la Valdavia,BLQ,21,28100,1,Centro,https://wikidata.org/entity/Q1763376,446134,4488211
193,Baunatal,https://wikidata.org/entity/Q3636954,Avda,de las,Lomas del Rey,N,2,,1,Centro,https://wikidata.org/entity/Q1763376,446336,4489697
194,Mirasierra,https://wikidata.org/entity/Q3858791,Avda,del,Ventisquero de la Condesa,N,28,28035,8,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,439402,4482720
195,Sainz de Baranda,https://wikidata.org/entity/Q2004752,Calle,del,Doctor Esquerdo,N,103,28007,3,Retiro,https://wikidata.org/entity/Q2002296,443307,4474246
196,Sainz de Baranda,https://wikidata.org/entity/Q2004752,Calle,del,Doctor Esquerdo,N,103,28007,3,Retiro,https://wikidata.org/entity/Q2002296,443307,4474250
197,Ascao,https://wikidata.org/entity/Q2481405,Calle,de,Ascao,N,29,28017,15,Ciudad Lineal,https://wikidata.org/entity/Q1763694,445734,4475912
198,Piramides,https://wikidata.org/entity/Q2056493,Paseo,del,Doctor Vallejo Nagera,N,37,28005,2,Arganzuela,https://wikidata.org/entity/Q2000929,439744,4472894
199,Leganes Central,https://wikidata.org/entity/Q10948997,Calle,,Virgen del Camino,N,1,28913,1,Centro,https://wikidata.org/entity/Q1763376,434568,4464765
200,Alcorcon,https://wikidata.org/entity/Q3585564,Avda,de,Mostoles,N,12,28922,1,Centro,https://wikidata.org/entity/Q1763376,429473,4467154
201,El Casar,https://wikidata.org/entity/Q2778422,Avda,del,Casar,N,2,28903,2,Arganzuela,https://wikidata.org/entity/Q2000929,439799,4463572
202,Goya,https://wikidata.org/entity/Q955699,Calle,de,Goya,N,68,28001,4,Salamanca,https://wikidata.org/entity/Q1773521,442693,4475336
203,Principe de Vergara,https://wikidata.org/entity/Q582040,Calle,del,Principe de Vergara,N,12,28001,4,Salamanca,https://wikidata.org/entity/Q1773521,442405,4475268
204,Gregorio Maranon,https://wikidata.org/entity/Q2056442,Calle,de,Miguel Angel,N,29,28010,7,Chamberi,https://wikidata.org/entity/Q1763370,441481,4476758
205,Arganzuela-Planetario,https://wikidata.org/entity/Q2056461,Calle,del,Bronce,N,1,28045,2,Arganzuela,https://wikidata.org/entity/Q2000929,441666,4471824
206,Carabanchel Alto,https://wikidata.org/entity/Q2482617,Avda,de,Carabanchel Alto,N,40,28054,11,Carabanchel,https://wikidata.org/entity/Q1001991,436276,4469526
207,Avenida de Guadalajara,https://wikidata.org/entity/Q955065,Avda,de,Guadalajara,N,110,28032,20,San Blas,https://wikidata.org/entity/Q2001937,448187,4475028
208,Las Rosas,https://wikidata.org/entity/Q3827253,Paseo,de,Ginebra,N,35,28022,20,San Blas,https://wikidata.org/entity/Q2001937,448931,4475173
209,La Peseta,https://wikidata.org/entity/Q2484416,Calle,de,Salvador Allende,N,3,28054,11,Carabanchel,https://wikidata.org/entity/Q1001991,435845,4468666
210,Lucero,https://wikidata.org/entity/Q957660,Calle,de las,Higueras,N,47,28011,10,Latina,https://wikidata.org/entity/Q794954,436865,4473195
211,Lacoma,https://wikidata.org/entity/Q2482146,Calle,de,Riscos de Polanco,N,3,28035,8,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,438829,4482050
212,Avenida de la Ilustracion,https://wikidata.org/entity/Q2482086,Calle,de las,Islas Cies,N,23,28035,8,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,439218,4481501
213,Valdezarza,https://wikidata.org/entity/Q2482098,Calle,de,San Restituto,N,70,28039,9,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,439410,4479804
214,Colombia,https://wikidata.org/entity/Q2462831,Calle,del,Principe de Vergara,N,258,28016,5,Chamartin,https://wikidata.org/entity/Q1766348,442722,4478836
215,Diego de Leon,https://wikidata.org/entity/Q2055658,Calle,de,Juan Bravo,N,58,28006,4,Salamanca,https://wikidata.org/entity/Q1773521,442919,4476172
216,Moncloa,https://wikidata.org/entity/Q2449141,Plaza,de la,Moncloa,N,1,28008,9,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,439089,4476498
217,Manoteras,https://wikidata.org/entity/Q3844841,Calle,de,Bacares,N,24,28033,16,Hortaleza,https://wikidata.org/entity/Q1928529,443920,4481106
218,Congosto,https://wikidata.org/entity/Q934059,Calle,del,Congosto,N,48,28031,18,Villa de Vallecas,https://wikidata.org/entity/Q1947988,447573,4469481
219,Barajas,https://wikidata.org/entity/Q2474414,Cmno,,Viejo de Hortaleza,N,10,28042,21,Barajas,https://wikidata.org/entity/Q807230,450732,4480936
220,Pacifico,https://wikidata.org/entity/Q2479769,Calle,de,Andalucia,N,2,28007,3,Retiro,https://wikidata.org/entity/Q2002296,442928,4472810
221,Hospital Severo Ochoa,https://wikidata.org/entity/Q2485068,Avda,,Orellana,N,3,28914,1,Centro,https://wikidata.org/entity/Q1763376,434864,4463962
222,Puerta del Sur,https://wikidata.org/entity/Q2484406,Avda,de,Leganes,N,52,28924,2,Arganzuela,https://wikidata.org/entity/Q2000929,431106,4466622
223,Reyes Catolicos,https://wikidata.org/entity/Q2059004,Avda,de la,Plaza de Toros,N,7,28701,1,Centro,https://wikidata.org/entity/Q1763376,447326,4489241
224,Manuel de Falla,https://wikidata.org/entity/Q580146,Calle,,Manuel de Falla,N,59,28100,1,Centro,https://wikidata.org/entity/Q1763376,445338,4489267
225,La Granja,https://wikidata.org/entity/Q8779955,Calle,de,Sepulveda,N,1,28108,1,Centro,https://wikidata.org/entity/Q1763376,444327,4486734
226,Hospital Infanta Sofia,https://wikidata.org/entity/Q2243993,Paseo,,Europa,N,11,28702,1,Centro,https://wikidata.org/entity/Q1763376,448344,4490276
227,Republica Argentina,https://wikidata.org/entity/Q2479342,Calle,de,Joaquin Costa,N,24,28002,5,Chamartin,https://wikidata.org/entity/Q1766348,442098,4477448
228,Nuevos Ministerios Station,https://wikidata.org/entity/Q2705508,Paseo,de la,Castellana,N,65,28046,6,Tetuan,https://wikidata.org/entity/Q1773540,441392,4477760
229,Estacion de Chamartin,https://wikidata.org/entity/Q19950924,Calle,de,Agustin de Foxa,N,40,28036,5,Chamartin,https://wikidata.org/entity/Q1766348,442247,4480581
230,Vicalvaro - Rey Juan Carlos University,https://wikidata.org/entity/Q2479859,Calle,de,San Cipriano,N,11,28032,19,Vicalvaro,https://wikidata.org/entity/Q589403,448445,4473008
231,Coslada Central,https://wikidata.org/entity/Q10948094,Calle,del,Doctor Fleming,N,41,28821,1,Centro,https://wikidata.org/entity/Q1763376,452504,4475148
232,Barrio de la Concepcion,https://wikidata.org/entity/Q2696985,Calle,de,Martinez Villergas,N,1,28027,15,Ciudad Lineal,https://wikidata.org/entity/Q1763694,444813,4476906
233,Anton Martin,https://wikidata.org/entity/Q2473940,Calle,de,Atocha,N,50,28012,1,Centro,https://wikidata.org/entity/Q1763376,440772,4473981
234,Alonso Cano,https://wikidata.org/entity/Q2481218,Calle,de,Jose Abascal,N,18,28010,7,Chamberi,https://wikidata.org/entity/Q1763370,440805,4476857
235,Francos Rodriguez,https://wikidata.org/entity/Q774677,Avda,de,Pablo Iglesias,N,87,28039,9,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,439707,4478875
236,Antonio Machado,https://wikidata.org/entity/Q2482040,Calle,de,Valderrodrigo,N,55,28039,9,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,439269,4480404
237,Arganda del Rey,https://wikidata.org/entity/Q2055844,Paseo,de la,Estacion,N,37,28500,1,Centro,https://wikidata.org/entity/Q1763376,462079,4461766
238,Barrio del Pilar,https://wikidata.org/entity/Q2463533,Calle,de,Ginzo de Limia,N,22,28029,8,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,440507,4481134
239,Cuatro Vientos,https://wikidata.org/entity/Q2060846,Col,,Militar de Cuatro Vientos,N,6,28024,10,Latina,https://wikidata.org/entity/Q794954,432919,4470188
240,Concha Espina,https://wikidata.org/entity/Q2464246,Calle,del,Principe de Vergara,N,210,28002,5,Chamartin,https://wikidata.org/entity/Q1766348,442671,4478293
241,Ventilla,https://wikidata.org/entity/Q3192875,Avda,de,Asturias,N,39,28029,6,Tetuan,https://wikidata.org/entity/Q1773540,441118,4480302
242,Duque de Pastrana,https://wikidata.org/entity/Q927753,Calle,de,Mateo Inurria,N,41,28036,5,Chamartin,https://wikidata.org/entity/Q1766348,442533,4480090
243,Mar de Cristal,https://wikidata.org/entity/Q2597956,Gta,de,Mar de Cristal,N,1,28033,16,Hortaleza,https://wikidata.org/entity/Q1928529,445997,4480260
244,Arguelles,https://wikidata.org/entity/Q1890537,Calle,de,Alberto Aguilera,N,72,28015,7,Chamberi,https://wikidata.org/entity/Q1763370,439381,4476005
245,Hospital del Henares,https://wikidata.org/entity/Q3786852,Cmno,del,Tiro,N,S/N,28822,2,Arganzuela,https://wikidata.org/entity/Q2000929,454761,4474454
246,Arguelles,https://wikidata.org/entity/Q1890537,Calle,de,Alberto Aguilera,N,72,28015,1,Centro,https://wikidata.org/entity/Q1763376,439381,4475997
247,Callao,https://wikidata.org/entity/Q2055072,Plaza,del,Callao,N,3,28013,1,Centro,https://wikidata.org/entity/Q1763376,440245,4474836
248,Parque de las Avenidas,https://wikidata.org/entity/Q2480862,Avda,de,Bruselas,N,56,28028,4,Salamanca,https://wikidata.org/entity/Q1773521,443883,4476952
249,Chueca,https://wikidata.org/entity/Q3676061,Plaza,de,Chueca,N,7,28004,1,Centro,https://wikidata.org/entity/Q1763376,440930,4475141
250,Tribunal,https://wikidata.org/entity/Q2479844,Calle,de la,Palma,N,5,28004,1,Centro,https://wikidata.org/entity/Q1763376,440554,4475484
251,La Rambla,https://wikidata.org/entity/Q2244064,Calle,,Honduras,N,2,28823,2,Arganzuela,https://wikidata.org/entity/Q2000929,453630,4475298
252,Barrio del Puerto,https://wikidata.org/entity/Q2244272,Avda,de,Espana,N,8,28821,1,Centro,https://wikidata.org/entity/Q1763376,451824,4475015
253,San Fernando,https://wikidata.org/entity/Q2058644,Calle,de,Gonzalo de Cordoba,N,24,28830,1,Centro,https://wikidata.org/entity/Q1763376,454691,4475210
254,Henares,https://wikidata.org/entity/Q2059021,Avda,de,Algorta,N,12,28830,1,Centro,https://wikidata.org/entity/Q1763376,455385,4474468
255,Cruz del Rayo,https://wikidata.org/entity/Q2004333,Calle,del,Principe de Vergara,N,138,28002,5,Chamartin,https://wikidata.org/entity/Q1766348,442594,4477497
256,Menendez Pelayo,https://wikidata.org/entity/Q2479001,Avda,de la,Ciudad de Barcelona,N,23,28007,3,Retiro,https://wikidata.org/entity/Q2002296,442325,4473079
257,Ciudad de los Angeles,https://wikidata.org/entity/Q2042482,Avda,de,Andalucia,N,38,28041,17,Villaverde,https://wikidata.org/entity/Q919536,441213,4468107
258,San Cristobal,https://wikidata.org/entity/Q2056478,Avda,de,Andalucia,N,81,28021,17,Villaverde,https://wikidata.org/entity/Q919536,441235,4466104
259,San Bernardo,https://wikidata.org/entity/Q2055810,Gta,de,Ruiz Jimenez,N,5,28015,7,Chamberi,https://wikidata.org/entity/Q1763370,440252,4475894
260,Bilbao,https://wikidata.org/entity/Q2479784,Calle,de,Sagasta,N,5,28004,7,Chamberi,https://wikidata.org/entity/Q1763370,440636,4475801
261,Alonso Martinez,https://wikidata.org/entity/Q2481198,Calle,de,Almagro,N,4,28010,7,Chamberi,https://wikidata.org/entity/Q1763370,441155,4475734
262,Acacias / Embajadores,https://wikidata.org/entity/Q2305840,Gta,de,Embajadores,N,10,28012,1,Centro,https://wikidata.org/entity/Q1763376,440485,4473168
263,Moncloa,https://wikidata.org/entity/Q2449141,Paseo,de,Moret,N,1,28008,9,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,439089,4476492
264,Aluche,https://wikidata.org/entity/Q2058531,Calle,de,Valmojado,N,293,28047,10,Latina,https://wikidata.org/entity/Q794954,435534,4471045
265,Acacias,https://wikidata.org/entity/Q2483969,Paseo,de las,Acacias,N,20,28005,2,Arganzuela,https://wikidata.org/entity/Q2000929,440147,4473032
266,Legazpi,https://wikidata.org/entity/Q2056839,Plaza,de,Legazpi,N,2,28045,2,Arganzuela,https://wikidata.org/entity/Q2000929,441120,4471613
267,Legazpi,https://wikidata.org/entity/Q2056839,Plaza,de,Legazpi,N,2,28045,2,Arganzuela,https://wikidata.org/entity/Q2000929,441114,4471612
268,Mendez Alvaro,https://wikidata.org/entity/Q2479775,Calle,del,Ombu,N,16,28045,2,Arganzuela,https://wikidata.org/entity/Q2000929,442559,4472070
269,Oporto,https://wikidata.org/entity/Q2057416,Gta,del,Valle de Oro,N,13,28019,11,Carabanchel,https://wikidata.org/entity/Q1001991,438039,4471339
270,Oporto,https://wikidata.org/entity/Q2057416,Gta,del,Valle de Oro,N,2,28019,11,Carabanchel,https://wikidata.org/entity/Q1001991,438044,4471339
271,Serrano,https://wikidata.org/entity/Q2481179,Calle,de,Goya,N,19,28001,4,Salamanca,https://wikidata.org/entity/Q1773521,441864,4475412
272,Diego de Leon,https://wikidata.org/entity/Q2055658,Calle,de,Diego de Leon,N,69,28028,4,Salamanca,https://wikidata.org/entity/Q1773521,442862,4476430
273,Montecarmelo,https://wikidata.org/entity/Q2058996,Avda,de,Monasterio de Silos,N,63,28049,8,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,441160,4484278
274,Alfonso XIII,https://wikidata.org/entity/Q2481187,Calle,de,Lopez de Hoyos,N,190,28002,5,Chamartin,https://wikidata.org/entity/Q1766348,443471,4477932
275,Avenida de la Paz,https://wikidata.org/entity/Q526358,Avda,de,Ramon y Cajal,N,107,28043,15,Ciudad Lineal,https://wikidata.org/entity/Q1763694,444046,4478515
276,Esperanza,https://wikidata.org/entity/Q2481243,Calle,de,Andorra,N,51,28043,16,Hortaleza,https://wikidata.org/entity/Q1928529,445354,4479161
277,Mar de Cristal,https://wikidata.org/entity/Q2597956,Gta,del,Mar de Cristal,N,1,28033,16,Hortaleza,https://wikidata.org/entity/Q1928529,445997,4480264
278,San Lorenzo,https://wikidata.org/entity/Q2481355,Avda,de la,Barranquilla,N,9,28033,16,Hortaleza,https://wikidata.org/entity/Q1928529,445895,4480825
279,Canillejas,https://wikidata.org/entity/Q930999,Calle,de,Alcala,N,631,28022,20,San Blas,https://wikidata.org/entity/Q2001937,448539,4478026
280,Torre Arias,https://wikidata.org/entity/Q2056497,Calle,de,Alcala,N,557,28027,20,San Blas,https://wikidata.org/entity/Q2001937,447785,4477401
281,Suanzes,https://wikidata.org/entity/Q2481009,Calle,de,Alcala,N,527,28037,20,San Blas,https://wikidata.org/entity/Q2001937,446948,4477085
282,Quintana,https://wikidata.org/entity/Q2480845,Calle,de la,Virgen del Sagrario,N,2,28027,15,Ciudad Lineal,https://wikidata.org/entity/Q1763694,445202,4476291
283,El Carmen,https://wikidata.org/entity/Q2480869,Calle,de,Raquel Meller,N,2,28027,15,Ciudad Lineal,https://wikidata.org/entity/Q1763694,444334,4476110
284,Nunez de Balboa,https://wikidata.org/entity/Q782924,Calle,de,Juan Bravo,N,20,28006,4,Salamanca,https://wikidata.org/entity/Q1773521,442214,4476225
285,Ruben Dario,https://wikidata.org/entity/Q2056886,Paseo,de,Eduardo Dato,N,33,28010,7,Chamberi,https://wikidata.org/entity/Q1763370,441624,4476271
286,Bilbao,https://wikidata.org/entity/Q2479784,Calle,de,Sagasta,N,2,28004,7,Chamberi,https://wikidata.org/entity/Q1763370,440548,4475824
287,Marques de Vadillo,https://wikidata.org/entity/Q2056948,Gta,del,Marques de Vadillo,N,4,28019,11,Carabanchel,https://wikidata.org/entity/Q1001991,439351,4472315
288,Urgel,https://wikidata.org/entity/Q2696501,Calle,del,Camino Viejo de Leganes,N,1,28019,11,Carabanchel,https://wikidata.org/entity/Q1001991,438698,4471876
289,Vista Alegre,https://wikidata.org/entity/Q616210,Calle,de la,Oca,N,74,28025,11,Carabanchel,https://wikidata.org/entity/Q1001991,437318,4471387
